Genes	CTRL_1	CTRL_2	IFNG_1	IFNG_2	POMALYST_1	POMALYST_2	POMIFNG_1	POMIFNG_2
PYCR1	83.4827	118.24	97.3517	115.427	60.0085	104.941	72.03	79.1112
PYCR2	41.1608	53.4049	46.5558	62.2384	44.4416	62.3746	46.5648	49.6359
PYCRL	12.3089	17.08	14.7212	15.7008	11.6975	17.3535	13.8045	16
PYDC1	0	0	0	0	0	0	0	0
PYDC2	0	0	0	0	0	0	0	0
PYGB	86.5705	99.3797	68.9155	75.1922	81.7374	104.6	87.086	81.5102
PYGL	27.3677	30.0267	25.1194	27.9142	25.5516	33.2681	27.4761	29.7534
PYGM	0.0641008	0.024533	0.0271969	0.0145196	0.0986469	0.0368162	0.128719	0.0424367
PYGO1	6.75006	5.38229	3.9504	4.92129	5.7568	5.71887	3.67857	2.78517
PYGO2	19.2113	21.3031	21.7599	24.9103	24.1153	26.6502	24.7313	20.8286
PYHIN1	0.0690395	0	0.247965	0.315364	0	0.0671185	0	0
PYROXD1	2.88881	2.26246	2.23552	2.37545	2.44093	2.27329	2.07583	2.37417
PYROXD2	1.06817	1.02207	0.924944	0.740743	1.38983	1.00165	1.45914	1.38249
PYURF	70.7035	63.4409	64.1176	60.4647	52.3982	52.698	54.5635	67.5714
PYY	0	0	0	0	0	0	0	0.0581281
PYY2	1.2836	0.909783	0.857288	1.13081	1.2542	0.91018	1.16679	0.62575
PZP	0	0	0	0	0	0	0.0101969	0
QARS	60.8393	63.7886	63.9656	62.6704	59.9531	66.2945	68.0454	64.3708
QDPR	30.3192	36.7809	32.7869	32.973	27.8607	34.8334	32.1935	38.2967
QKI	22.0561	20.8322	18.4951	17.1389	19.8598	15.5613	16.7644	13.2143
QPCT	231.05	247.158	218.391	228.525	206.291	218.161	187.979	257.174
QPCTL	29.7489	32.4496	34.0234	37.7857	30.9918	38.3285	35.1196	37.2953
QPRT	122.476	140.305	180.844	168.036	109.171	131.434	135.453	138.784
QRFP	0	0	0	0	0	0	0	0
QRFPR	0	0	0	0	0	0	0	0
QRICH1	35.3635	38.3769	37.4613	34.4753	44.2988	43.1841	42.4263	39.6483
QRICH2	0.195158	0.149389	0.16561	0.203365	0.677895	0.351217	0.583476	0.382976
QRSL1	7.75313	7.17223	6.85887	6.89242	5.50057	6.05175	4.91617	6.51747
QSER1	13.296	8.08861	6.7581	6.31805	9.07313	7.71045	6.67252	4.75012
QSOX1	34.4669	47.3082	45.6413	52.8149	52.0799	62.9546	64.2746	67.6853
QSOX2	15.0375	15.2621	15.1702	14.2992	13.8259	16.0893	14.3746	11.6724
QTRT1	58.2086	63.2127	67.9266	72.5732	59.8861	70.2401	60.6962	63.7169
QTRTD1	18.4247	16.4472	14.8972	14.9646	14.4148	14.7258	13.5225	11.8473
R3HCC1	26.5853	34.5775	31.9645	34.1987	31.3689	40.3109	38.0376	42.6747
R3HCC1L	8.94594	9.97301	10.4862	9.94357	9.49544	8.40708	8.16065	11.4428
R3HDM1	15.4087	14.6569	11.8451	11.3238	15.9712	14.7588	14.1157	13.3836
R3HDM2	8.50018	7.87758	8.31335	7.78707	10.2134	7.42044	8.87433	7.61236
R3HDM4	19.5531	23.1684	24.0723	26.3643	19.5723	23.3483	25.0342	26.6396
R3HDML	0	0	0	0	0	0	0	0
RAB10	54.206	53.7198	52.3509	54.2424	50.6484	48.1491	49.3668	49.2459
RAB11A	32.9053	32.8874	31.9759	30.6214	28.9027	27.3638	29.4467	37.294
RAB11B	83.486	127.829	113.344	133.89	108.307	129.747	124.212	136.003
RAB11B-AS1	3.32723	5.49901	5.56139	6.90918	6.09566	5.74271	6.74872	8.2642
RAB11FIP1	4.13225	3.68467	3.88383	3.62296	5.31579	4.88163	4.95906	4.60274
RAB11FIP2	4.31243	3.73209	3.02289	2.83895	4.83094	2.83316	3.33237	2.90876
RAB11FIP3	15.156	20.3713	18.8154	22.6735	21.9054	27.1816	22.6708	21.9714
RAB11FIP4	12.1356	13.4331	9.28016	10.0066	9.79515	12.4252	9.64815	8.43076
RAB11FIP5	9.6287	11.3837	10.3478	11.5236	10.1454	12.7121	11.5019	9.43621
RAB12	21.3649	28.5678	23.4188	28.8301	21.1341	26.1919	21.8227	22.1277
RAB13	64.4925	70.0898	80.1576	77.6705	70.921	74.4879	84.4687	103.745
RAB14	24.4096	23.764	24.2176	20.9444	22.5941	19.2031	21.2985	22.5087
RAB15	8.8257	11.2557	7.93807	9.43723	6.97338	9.56366	8.15068	6.98487
RAB17	19.4024	20.1068	22.3794	25.2743	21.1686	21.6348	23.1222	21.5838
RAB18	8.99903	10.1388	10.1137	8.94127	10.1627	6.62877	9.31164	10.4325
RAB19	0	0	0	0	0	0	0	0
RAB1A	70.797	66.9297	75.1474	74.3634	65.8231	60.8949	66.9517	77.4681
RAB1B	226.332	346.911	313.18	335.465	211.91	307.109	248.715	284.392
RAB20	40.5084	53.2953	65.1831	73.6032	32.7776	47.3045	38.5653	51.7628
RAB21	14.7073	17.5388	15.4414	17.5094	20.7177	16.4918	19.7036	16.5598
RAB22A	10.7856	9.50565	10.664	9.5987	12.9223	8.91345	12.3877	12.2856
RAB23	7.08037	5.92107	15.3127	14.7611	7.11857	5.52415	7.0318	7.42183
RAB24	27.1056	30.0663	31.8331	41.3343	34.3241	33.0722	35.8799	33.1759
RAB25	0.0467093	0	0	0	0.0513444	0	0.104216	0
RAB26	1.60624	1.42714	1.46041	2.59904	2.67997	1.92199	2.46385	2.33384
RAB27A	26.9456	30.6174	19.9154	21.1151	18.5294	19.4166	16.8856	21.0819
RAB27B	0.147806	0.0848563	0.175599	0.0468762	0.383436	0.0679147	0.237441	0.205159
RAB28	6.6745	5.8991	7.95366	7.10196	7.17721	5.83827	7.51372	6.57207
RAB2A	31.4025	37.6479	32.7802	31.9897	31.6336	28.9384	29.8583	32.1378
RAB2B	4.75468	4.51149	5.55962	5.41897	6.46325	4.59851	7.16042	7.03358
RAB30	2.1565	2.09131	2.00928	2.57462	3.36353	2.06433	3.51109	2.1271
RAB31	11.082	10.1661	8.44971	7.58913	11.4919	10.0688	10.595	10.3335
RAB32	73.7436	67.6931	65.0263	72.2257	40.3953	64.1852	46.0348	66.917
RAB33A	0.0454894	0	0.0482527	0.206097	0.0500034	0	0.101494	0.0544316
RAB33B	1.08933	0.947564	0.887054	0.810104	1.43933	1.02171	1.21524	1.17181
RAB34	42.4722	60.0925	51.6694	52.7655	42.0635	56.665	52.3328	63.013
RAB35	27.1614	35.1963	31.8868	36.3031	25.9428	35.0496	29.0954	27.6214
RAB36	1.237	1.39688	1.40671	1.19915	2.0825	2.08024	2.20051	2.44028
RAB37	0.0346252	0	0	0.0588303	0.0908065	0.0331454	0.0921572	0.082868
RAB38	136.106	122.489	131.412	132.371	77.9139	106.956	79.3266	99.319
RAB39A	6.31309	3.5011	3.71728	4.11526	4.90017	4.29196	2.93209	2.09665
RAB39B	0.184569	0.270792	0.274093	0.445984	0.45987	0.400476	0.356896	0.323915
RAB3A	26.0115	34.3088	24.422	24.1185	22.5076	30.7409	23.5793	30.6355
RAB3B	0	0	0	0	0.00698035	0	0	0.00759853
RAB3C	0.615013	0.245196	0.434914	0.580504	0.394357	0.490607	0.914796	1.16519
RAB3D	11.0306	9.92928	11.9213	11.0248	15.1076	12.2843	16.1166	15.1659
RAB3GAP1	16.4862	15.6031	17.0618	13.9319	17.7747	15.569	17.4959	15.107
RAB3GAP2	8.81099	6.76834	7.47338	6.87477	8.94745	6.92789	7.97929	6.43247
RAB3IL1	30.9551	43.6073	39.4285	45.9737	21.8266	34.5093	27.2805	26.8084
RAB3IP	0.25038	0.168124	0.246951	0.293548	0.657172	0.374236	0.593543	0.552446
RAB40A	0.035811	0	0.0379864	0.121686	0.0787292	0	0	0.0428507
RAB40AL	0	0	0	0.113204	0.164794	0.0478366	0.0557483	0.0597959
RAB40B	6.35558	5.53072	8.07333	7.99861	8.94125	6.40943	8.34481	10.5468
RAB40C	10.126	12.1745	13.686	15.9317	15.5398	16.5786	17.1007	15.8011
RAB41	0	0	0	0	0	0	0	0
RAB42	1.45971	1.39672	1.57519	1.62168	0.972461	1.05858	0.858338	0.952723
RAB43	3.97401	4.60684	8.11426	9.35428	6.46907	6.8046	8.46449	4.91139
RAB44	0	0.0191382	0	0	0	0.0095733	0.0111566	0
RAB4A	21.9585	22.9995	33.7343	32.2745	22.4556	19.9997	22.8392	25.2626
RAB4B	11.4308	14.668	27.0121	28.359	19.5899	15.4122	24.0083	27.6207
RAB4B-EGLN2	0.495291	0.124155	0.142093	0.138122	0.309129	0.291251	8.48487e-06	0.630094
RAB5A	26.8551	27.3405	25.9084	25.7185	31.9052	22.2675	28.3323	26.5466
RAB5B	33.188	33.5309	38.9242	37.4584	55.9583	39.7599	56.7597	51.5729
RAB5C	139.349	157.132	170.687	171.794	111.575	138.936	122.862	139.668
RAB6A	44.7069	52.8476	49.903	47.2654	46.9704	40.3369	47.2591	53.8172
RAB6B	6.50546	6.67755	10.0402	10.5593	7.84464	8.36317	7.76858	7.90115
RAB6C	0.0140577	0.013451	0	0.0159227	0.0154526	0	0	0.0336422
RAB7A	349.629	426.664	382.547	415.727	271.965	348.363	294.848	342.797
RAB7L1	17.2706	16.1631	18.7271	16.8491	15.3142	14.268	14.2597	14.0537
RAB8A	95.6878	123.998	99.517	94.4186	88.6275	99.8199	102.347	105.77
RAB8B	19.8846	18.0698	14.016	12.2718	18.4849	12.9374	14.904	12.9024
RAB9A	31.5166	32.7017	31.7937	32.4705	26.326	30.8247	29.049	36.9491
RAB9B	0.66174	0.697573	0.713835	0.660604	0.924668	0.515356	0.775762	0.926032
RAB9BP1	0	0	0	0	0	0	0	0
RABAC1	73.4661	84.5134	121.988	130.416	82.1997	98.6421	103.083	137.113
RABEP1	17.2618	15.3007	13.8077	13.4588	14.5996	13.9064	14.3744	13.1754
RABEP2	9.66044	13.912	12.2346	15.4515	11.6702	17.3929	15.3491	15.7396
RABEPK	23.0314	26.1061	19.4095	25.0294	16.0222	25.6198	17.5603	25.3854
RABGAP1	10.1751	8.73987	9.86702	8.6152	11.2863	9.56341	10.6487	9.25201
RABGAP1L	5.54937	4.49874	4.94121	4.3584	8.2103	5.74139	7.64737	6.90571
RABGEF1	8.79602	8.99464	8.17889	8.18839	8.67246	7.50953	8.5268	8.73077
RABGGTA	6.41927	8.52412	9.44868	10.4131	9.25529	9.17794	10.0501	9.98964
RABGGTB	84.9027	80.479	77.5909	70.1701	81.0737	73.7415	73.7105	97.477
RABIF	8.77404	10.5038	9.70367	9.86244	10.5989	10.3294	11.2333	14.1423
RABL2A	0.659878	0.49328	0.787532	0.77078	2.0174	2.25551	1.77135	2.09736
RABL2B	5.03474	3.49766	4.89015	4.80723	5.06055	4.12395	5.38953	4.26666
RABL3	4.94215	4.36188	4.44032	4.61727	3.67391	3.18892	3.64299	3.94682
RABL5	5.48157	5.64556	6.99228	7.0368	8.10108	8.05594	8.02792	10.2789
RABL6	62.8977	96.8211	77.6123	95.963	51.1275	95.5598	63.0498	66.0654
RAC1	133.03	177.25	137.947	133.295	109.353	127.12	115.427	137.542
RAC2	6.65163	9.70133	8.15171	7.82666	7.45365	9.36557	9.68979	11.9388
RAC3	39.6441	71.401	55.7806	69.1537	35.8567	64.3857	44.763	50.4885
RACGAP1	24.2396	23.1281	24.1339	22.8516	22.6186	24.0913	21.5709	23.0446
RACGAP1P	0.0156077	0	0	0	0	0	0.0174117	0
RAD1	6.60824	6.61571	6.95938	7.31995	5.39513	5.41836	5.22417	6.54183
RAD17	11.3174	9.86166	11.4092	9.32499	15.7068	9.19822	14.6383	14.2675
RAD18	10.2626	8.60265	7.57084	6.95634	6.55126	6.6931	6.05681	6.51396
RAD21	71.3931	57.9531	61.7854	51.0975	61.3645	50.6087	56.0483	55.0557
RAD21-AS1	0.11236	0.193519	0.0715111	0.101813	0.172913	0.172093	0.100277	0.107558
RAD21L1	0.0253438	0	0.0268834	0	0.0278587	0	0	0
RAD23A	221.091	303.626	255.812	262.262	182.51	244.957	205.745	230.404
RAD23B	65.9435	64.3307	56.7953	53.5656	53.5298	53.8361	52.1897	52.775
RAD50	8.88648	6.68563	7.05137	6.01931	9.49868	7.43507	9.93464	7.90918
RAD51	20.4298	21.3889	17.6362	17.7086	13.4239	19.9437	12.9071	16.7133
RAD51AP1	13.7343	11.6721	10.26	11.9885	9.70526	10.1007	7.50577	8.99455
RAD51AP2	0	0	0	0	0	0	0	0
RAD51B	1.40322	1.35655	1.474	2.21401	1.50179	0.987706	1.49865	2.13336
RAD51C	31.1851	33.5145	33.3013	28.2973	30.7421	33.3548	32.4409	40.6051
RAD51D	3.77749	3.57919	2.92715	3.42625	3.14714	3.7106	3.16897	3.58282
RAD51L3-RFFL	7.48411e-63	0.108586	0.064813	1.42267e-20	0.0662191	1.88593e-11	1.64304e-17	1.64361e-05
RAD52	2.75182	2.10018	2.57149	1.68832	3.54705	2.55582	3.05161	3.25358
RAD54B	4.30301	4.03441	3.13156	2.68192	3.75605	3.91905	3.29966	3.30153
RAD54L	20.492	19.8177	15.3599	15.2353	13.9558	19.3271	14.3341	14.3439
RAD54L2	10.7269	6.66	7.88616	8.38033	11.7815	9.37775	9.61128	4.5176
RAD9A	21.1168	22.8194	24.2679	26.4501	20.9559	22.8327	20.5111	19.4213
RAD9B	0.241666	0.346854	0.205077	0.0547453	0.106259	0.18507	0.107839	0.115669
RADIL	0.756354	0.957527	1.43179	1.22574	0.741872	1.37008	0.739926	0.640488
RAE1	73.405	80.8542	78.5158	78.2558	61.9404	82.8347	70.9556	91.3228
RAET1E	0	0	0	0.0242429	0	0	0.0238772	0
RAET1G	0	0	0.19323	0.154749	0.0500602	0.174379	0.304829	0.326961
RAET1K	0.16937	0.115758	0.0513311	0	0.132984	0.0463234	0.0539847	0.0868564
RAET1L	0	0	0	0	0	0	0	0
RAF1	29.312	25.9717	29.4054	26.9923	27.6115	29.4559	28.1542	27.3672
RAG1	0.0630592	0.0965404	0.0735787	0.0499975	0.221813	0.0664005	0.189939	0.0980918
RAG2	0	0	0.0192809	0	0	0	0.0202777	0
RAI1	26.4847	26.4607	23.7257	23.9425	27.4421	28.1955	25.9924	18.6315
RAI14	36.093	30.7725	27.9155	25.5042	24.9713	25.3829	22.6107	21.3669
RAI2	0.0216672	0	0	0.0245417	0.0220267	0	0.0447143	0
RALA	22.4755	24.2067	41.7747	42.78	22.4892	18.768	21.4221	25.4645
RALB	37.7224	42.5028	78.4815	80.2775	40.2531	42.2951	43.2251	47.3063
RALBP1	27.4042	25.7292	28.6879	25.5971	24.5321	24.17	26.5322	25.0552
RALGAPA1	1.23306	0.888411	0.901418	0.82588	2.18539	1.46125	1.60929	1.16749
RALGAPA2	3.0223	2.45017	2.72547	2.42193	4.54769	3.23081	3.93518	3.19954
RALGAPB	18.475	14.236	15.2968	13.8571	21.3085	17.5303	19.4677	14.8101
RALGDS	11.6055	13.3113	12.819	15.189	11.7031	14.9118	12.4536	11.1906
RALGPS1	0.636853	0.594024	0.676724	0.829766	1.70304	1.12654	1.58158	1.39027
RALGPS2	8.26105	6.16088	5.58671	4.87277	9.89776	5.13745	7.68521	5.75485
RALY	62.6422	81.3528	74.8555	76.9904	62.5979	79.6837	74.6679	90.8036
RALYL	0	0	0	0	0	0	0	0
RAMP1	2.82096	4.49869	4.73784	6.98952	3.4239	3.43175	2.95032	4.07873
RAMP2	18.3578	26.0738	24.5694	25.5042	16.9476	25.1242	19.9996	21.8807
RAMP2-AS1	1.65994	1.74277	1.55062	1.74727	1.19109	1.26176	1.38905	1.03006
RAMP3	0.0715581	0	0.113857	0.0810515	0	0	0.0399144	0.0856249
RAN	611.03	619.645	554.512	587.107	416.006	527.506	432.152	597.281
RANBP1	464.756	652.629	453.253	537.953	267.91	491.087	291.837	399.604
RANBP10	10.3429	9.61725	9.68245	9.53471	10.7362	9.73474	11.1775	8.94933
RANBP17	1.94819	1.41355	1.74333	1.73604	1.97912	1.34346	1.26694	1.62408
RANBP2	24.4918	14.3026	14.9935	13.0033	21.4657	16.3692	17.6871	11.988
RANBP3	47.7298	65.2214	51.5275	57.3534	42.6007	58.9986	48.273	52.7956
RANBP3L	0	0	0	0	0	0	0	0
RANBP6	5.04189	3.8311	4.49893	3.53763	7.45566	4.33512	6.09658	5.69561
RANBP9	24.5994	29.7278	24.2972	24.2307	27.2999	27.9733	27.6595	28.6877
RANGAP1	60.2258	74.6814	69.4665	83.4506	63.3491	93.8352	75.0893	79.0483
RANGRF	26.0818	34.043	33.4027	33.8225	28.6498	39.2998	33.0294	43.8864
RAP1A	25.3505	30.494	21.7293	22.5662	27.9118	21.4994	23.5181	26.537
RAP1B	49.0082	50.7785	50.0437	50.9756	45.627	44.3837	44.1448	45.933
RAP1GAP	32.5344	45.0504	38.2793	44.7577	25.7172	42.5701	29.3283	33.0654
RAP1GAP2	2.30051	2.25731	2.86087	2.44429	4.48036	2.78566	4.40719	2.62547
RAP1GDS1	9.95756	8.74117	7.83774	7.94859	7.06867	7.36931	6.7701	8.00891
RAP2A	23.2269	19.9139	25.574	24.0675	26.8856	16.1535	23.6612	19.5652
RAP2B	25.0719	31.9078	22.3227	30.7923	20.9117	29.9238	22.6659	21.1758
RAP2C	6.92757	8.15907	6.48288	6.61574	8.00955	5.43837	6.91549	6.41586
RAPGEF1	17.1652	17.0266	17.3158	16.9329	16.4256	17.9833	16.8759	13.584
RAPGEF2	4.85501	3.71522	5.07902	4.28779	5.63734	3.63541	5.24669	3.83173
RAPGEF3	0.0434964	0.0346825	0.049644	0.0681556	0.0514452	0.0346976	0.0298346	0.0173477
RAPGEF4	1.56948	1.61042	1.06241	0.584766	1.07826	0.682009	1.12886	0.642473
RAPGEF4-AS1	0	0	0	0	0	0	0	0
RAPGEF5	2.56218	1.91813	1.74764	1.2843	1.58381	1.53517	1.44663	1.13939
RAPGEF6	4.25729	2.51775	2.53952	2.20761	4.20981	2.77559	3.28498	1.76795
RAPGEFL1	1.0531	0.722877	0.740663	0.751986	1.19534	0.657449	0.89388	0.712237
RAPH1	2.01615	1.0584	1.43974	1.1289	2.4109	1.29119	1.73689	1.08925
RAPSN	0.126504	0	0.0670934	0	0.104293	0	0.0928693	0.037841
RARA	21.711	29.7249	22.1009	23.8238	18.3944	23.6945	20.6539	19.8344
RARB	1.91899	1.38464	1.29163	0.867587	1.74141	1.14069	1.41299	1.93132
RARG	13.6722	15.8309	17.4602	17.4734	10.5725	13.5827	10.0523	10.5487
RARRES1	0	0	0	0	0	0	0	0
RARRES2	0	0	0.0827305	0.0883399	0	0.223979	0	0
RARRES3	1.3412	0.784251	105.12	100.094	0.573335	0.998574	3.74055	4.27961
RARS	86.1304	90.8793	98.2123	94.636	80.2498	82.2085	88.0862	95.6357
RARS2	14.4047	13.1858	13.6908	11.848	14.7913	13.5262	14.6214	18.0429
RASA1	7.00473	5.55287	6.74143	5.47373	8.77729	6.44555	8.31769	6.52723
RASA2	7.87757	4.53877	5.64261	5.04658	6.98328	5.07591	5.53743	3.02042
RASA3	30.2917	29.2449	26.2916	26.1326	23.3881	26.6611	22.2849	20.4761
RASA4	0.789535	0.918299	0.974961	0.750738	0.932007	1.25006	0.962252	0.946755
RASA4CP	0.246589	0.383413	0.32696	0.628431	0.30494	0.560619	0.515794	0.405711
RASAL1	0	0.0109303	0.0363595	0	0.0122009	0	0.0254914	0.0273422
RASAL2	5.56384	4.0104	6.45662	6.50531	5.21047	4.05937	4.43292	2.9782
RASAL2-AS1	0.683271	0.653783	0.966368	1.01039	0.980567	0.690406	0.61403	0.726744
RASAL3	0.01308	0.0125155	0.0554982	0.0444458	0	0.0500839	0.0145918	0.0939075
RASD1	2.76975	2.70754	3.44166	3.91411	5.82823	4.14121	6.5329	7.82789
RASD2	0.102168	0.0977591	0.108375	0.0661273	0.12835	0.111774	0.211672	0.279434
RASEF	0.179751	0.128995	0.0873903	0.127249	0.164656	0.114712	0.0751975	0.116505
RASGEF1A	0.0932343	0.0382331	0.183667	0.0603448	0.0878452	0.0764997	0.0445759	0.111562
RASGEF1B	0	0	0.0832523	0.0444485	0	0	0.021889	0
RASGEF1C	0.181297	0.250572	0.299149	0.387882	0.221431	0.289248	0.292142	0.216936
RASGRF1	0.504601	0.691324	0.368404	0.442612	0.324184	0.380899	0.387269	0.34274
RASGRF2	0.0404197	0.00966884	0.0107188	0.00572276	0.0111077	0	0.00563644	0.0423197
RASGRP1	0	0.0326691	0.108658	0.113491	0.0642484	0.0408552	0.076182	0.0306396
RASGRP2	0.967718	0.846119	0.716417	1.18568	0.566216	0.584535	0.790611	0.563741
RASGRP3	0.902829	0.793834	0.684944	0.77098	0.376176	0.498878	0.307388	0.233215
RASGRP4	0.066113	0.0316293	0.0175312	0	0.0545048	0.0398193	0.099321	0.0197762
RASIP1	0.61236	0.610866	0.732481	0.6936	0.63016	0.673494	0.523255	0.888639
RASL10A	0.126907	0.0607152	0.100962	0.0359359	0.0697503	0	0.212363	0.0379637
RASL10B	6.53558	7.94611	6.25938	7.69323	4.34906	7.25157	5.04644	5.00889
RASL11A	0.913462	1.13625	0.58137	0.862207	0.769815	0.816127	0.747297	1.1659
RASL11B	0.324248	0.0886442	0.245675	0.236099	0.127294	0.110854	0.2067	0.138567
RASL12	0.613508	0.978386	0.68693	0.656295	0.543257	0.717796	0.475291	0.367056
RASSF1	11.5588	12.9736	12.7625	14.0194	10.0355	14.6893	10.86	11.2825
RASSF10	0.538117	0.374468	0.397834	0.517157	0.483967	0.390241	0.636696	0.526826
RASSF2	2.70841	3.47828	3.93157	3.76063	2.76935	3.47296	3.34917	3.13746
RASSF3	43.7595	41.456	40.4949	39.0428	35.4724	34.7001	34.9279	33.5838
RASSF4	4.15143	4.42866	7.28938	9.16427	5.88385	5.03938	5.49839	6.19354
RASSF5	2.82341	3.22718	2.30124	2.26456	2.70874	3.47082	3.52221	2.96811
RASSF6	0	0	0	0	0	0	0	0
RASSF7	9.07753	13.7858	13.521	19.5698	13.2598	17.29	16.0406	18.1632
RASSF8	13.9553	11.3902	9.27507	9.15534	16.117	11.0068	13.6005	8.98786
RASSF9	0.0255377	0	0	0	0	0	0	0
RAVER1	81.5797	101.276	76.192	75.2086	73.0016	88.7152	78.2448	73.4688
RAVER2	10.1659	9.25426	9.17979	8.46305	10.1733	8.68314	9.04893	8.74345
RAX	0.0134896	0.0129075	0	0	0	0.0258262	0	0
RAX2	0	0	0	0	0	0	0	0
RB1	24.2666	20.6216	22.1409	20.0379	25.6863	19.0443	21.4467	17.6036
RB1CC1	10.0042	8.14204	8.41955	7.03507	12.9452	7.98258	10.7941	8.58154
RBAK	7.78244	6.23803	5.29492	5.50129	8.65559	5.8867	7.06001	5.20792
RBAK-LOC389458	0.274788	6.29177e-274	0.198525	2.18436e-79	1.37543e-124	0.476151	5.79964e-99	0.142979
RBBP4	21.1677	20.0455	19.6172	19.6427	14.9643	17.2363	14.2724	15.4632
RBBP5	11.4309	9.18065	10.1103	9.23645	11.8193	10.5378	11.8377	10.5253
RBBP6	22.1715	17.8042	19.9778	16.938	20.4278	18.1043	20.4365	14.74
RBBP7	84.0311	83.8053	79.7479	83.0743	70.3479	82.2158	74.1343	83.3458
RBBP8	18.1559	14.7342	17.7863	16.5392	13.3156	14.9589	12.6276	14.1479
RBBP8NL	0.0307482	0.0588424	0.016308	0.104482	0.135197	0.103019	0.120057	0.275945
RBBP9	9.54675	8.5328	7.3872	8.88815	9.15958	7.94489	9.09883	8.91425
RBCK1	28.955	35.1137	66.1661	74.3918	40.8911	39.4145	42.792	44.6926
RBFA	5.37511	6.82268	5.60776	4.53696	4.45369	5.07342	4.69158	5.0755
RBFOX1	0.0211721	0.0202584	0.0224582	0.0239809	0.0582226	0.0405564	0.059118	0.0506956
RBFOX2	18.9501	16.0871	15.8241	15.5663	18.2502	16.8395	16.4052	13.7399
RBFOX3	0.0326796	0	0.0173324	0	0.0179612	0.031283	0.0364568	0
RBKS	0.330853	0.118716	0.745771	0.70265	0.545527	0.673016	0.553641	0.445379
RBL1	6.68001	5.41396	4.94023	4.82624	5.32644	6.18209	4.66501	4.23299
RBL2	10.0521	8.05503	10.4712	9.79814	12.0326	9.19449	10.1012	7.89188
RBM10	47.1729	63.13	53.5211	52.4829	47.9245	59.9116	53.3626	54.7624
RBM11	0.322384	0.176269	0.366394	0.156495	0.430312	0.242476	0.565158	0.385758
RBM12	26.4624	21.3124	22.0322	20.2922	22.19	22.3786	20.3219	16.8585
RBM12B	8.82782	5.81998	6.78328	6.07014	8.68284	6.13726	7.24399	4.37674
RBM12B-AS1	0.0831748	0.397926	0.176455	0	0.0914284	0	0	0
RBM14	28.2265	34.3082	27.7686	26.1485	26.9868	32.8924	28.8381	26.2707
RBM14-RBM4	23.2814	16.1851	23.1086	29.1546	23.4307	26.6475	26.6655	24.4567
RBM15	9.98478	7.08837	7.28668	6.37894	10.5944	8.43099	8.572	5.82984
RBM15B	22.4334	26.3503	24.0944	24.4328	21.7677	26.9719	23.6809	21.9308
RBM17	21.0279	25.9806	21.9768	19.2292	17.9245	20.9087	18.0188	20.8078
RBM18	7.65923	7.38101	6.45776	6.86844	7.78611	6.89876	7.4938	9.91835
RBM19	23.3014	22.81	20.1245	20.445	18.7162	21.8951	19.1038	18.1792
RBM20	0.600404	0.470537	0.533763	0.433942	0.597128	0.410531	0.478429	0.335268
RBM22	25.4314	30.6841	28.8615	27.3918	27.6847	29.7202	30.5856	32.761
RBM23	19.1012	17.9513	20.763	22.2354	20.4456	22.4129	21.3214	23.5458
RBM24	0.0923532	0.176742	0.137152	0.0836827	0.17719	0.229867	0.0618132	0.0663011
RBM25	34.48	28.4494	28.1294	25.0714	23.3373	26.0061	25.5156	22.9224
RBM26	15.3226	13.4612	11.3711	11.6462	15.7766	13.705	12.8565	10.3495
RBM26-AS1	0.982005	0.820036	1.00378	1.03139	1.0402	0.683662	0.836569	0.875944
RBM27	12.4379	10.6989	9.55852	8.52468	11.7887	9.81058	10.6898	8.76271
RBM28	22.7635	19.7027	18.3197	19.2629	17.8926	21.85	20.1197	17.7365
RBM3	70.3312	66.749	74.9976	68.1043	44.9284	52.0399	43.4072	57.788
RBM33	9.88225	6.27854	7.02764	6.72676	9.68545	7.83831	8.1743	5.52082
RBM34	22.4116	25.4789	25.9396	24.5559	21.9606	25.2278	20.7944	29.1494
RBM38	45.1263	70.9651	50.8737	58.5179	40.2126	67.0383	47.0701	49.1161
RBM39	61.9582	46.9036	53.3763	51.0194	61.6639	48.4391	55.5199	49.8208
RBM4	100.852	116.686	131.219	125.41	91.1825	93.4829	101.696	119.753
RBM41	6.12208	4.67277	4.57072	4.49386	6.39896	3.79725	5.15026	4.30473
RBM42	92.7544	138.354	126.018	144.768	102.268	136.474	127.883	148.658
RBM43	0.651964	0.665416	0.645463	0.664612	0.919713	0.665707	0.848539	0.819133
RBM44	0.108652	0.0756091	0.125729	0.0559391	0.162864	0.00945528	0.0991717	0.0945529
RBM45	9.23872	8.81538	11.3013	9.85227	10.3252	9.11485	11.5123	13.3952
RBM46	0	0	0	0	0	0	0	0
RBM47	2.45446	2.1511	4.11655	3.50905	3.19487	2.15065	3.433	2.64812
RBM48	6.66924	5.40361	6.50385	6.88391	8.42478	6.77034	7.38008	8.88126
RBM4B	11.3105	9.7709	10.2917	9.62344	13.464	10.8528	13.8138	15.5864
RBM5	33.7886	29.5148	36.3974	33.6452	42.8828	34.6911	41.2542	40.0769
RBM6	49.4236	45.2688	44.3098	43.4342	49.9444	44.0899	49.1567	43.4578
RBM7	13.1347	13.3392	14.9637	15.1189	13.9429	9.89528	12.0873	13.7592
RBM8A	29.2001	36.1866	30.3183	32.9973	29.7338	35.0597	32.6412	37.5235
